review,sentiment
sayang pera ibang iba sa una kong inorder sa shop din na to kung kelan dlwa na ulit inorder ko saka nmn napaka panget anliit anu to pambata ... imessage mo yun seller tatawanan ka lng...so disappointed,1
"hindi gumagana. palpak, mahal pa ng bili. kulang ng parts. late lang rating kasi namatayan kami. saka senior may ari ng shopee. hindi marunong gumamit.",1
"0/10 nasasayang ako kasi mahal2 ng nabayad ko tas sira sya. may missing knot, may visible cracked na visible sa front and back nakikita na yung led sa loob. yung packaging ang panget napaka unsafe. nasira at nabasa tuloy yung item.",1
"manipis ang tela at malinaw pag sinuot mo, walang naka indicate na size iba iba ang size and cut nya isa lang size binili ko, pangit din ng tahi.",1
caster oil lang dumating. walang lip therapy. kula g yung item tapos di pa nagrereply si seller,1
sa picture colored screen sa actual na bakit black and white screen..immitation lng..,1
walang dumating na item. no replies from seller only automated message. so disappointed. buti na lang cod. pero sana huwag kayong ganyan mga paasa,1
ang bilis malowbat as in pagkaopen ko turn off agad kahit 5 oras nakacharge tapos yung isang part lang tumutunog awit yun seller tapos halatang nagamit na to eh kase pag open ko ng cushioning bukas yung box hnd nakafull yung plastic cover ng item ano gagawen ko dito?,1
nice items at maganda po salamat shopee,3
"nakakainis lang kasi pangalawang order ko na sa shop na to ng same item, okay naman yung una. itong pangalawa okay ang packaging pero, makikita mo sa picture may sira, tatabingi yung isasalang mo. next time sana icheck muna yung item bago iship kasi nagbayad naman ng tama ang customer.",1
iba ang na received ko hindi yung tulad na nasa picture scammmm,1
order q bumawi lng s mouse pero ung isa malay q kung para san un ... mat ata na ewan bsta not useful for me.. very risky tpos delivery very loud and stressful.. nagicng sa lkas ng boses .,1
it came broken and the seller is unresponsive. sayang pera ko.,1
"watery for my preference, it doesn't smell good. the scent is too sweet. as other reviewers say, it doesn't smell close to ""cloud"". the scent is very nakakasuka pero i think dahil hindi ko lng sya prefer? for me it smells sweet and like pawis and rubber. idk i can't",1
not recommended!! short battery life!! alam ko 120 lang pero sayang pa din.,1
not good sa una lang maganda ..nag order ulit ako 2nd time pangit ang nipis .tapos umasa ako baka maganda na kaya nag order ulit ako kaso mas lumala xa wala pakinabang subra nipis na nakaka sugat pa sa baby not good to recommend this shop,1
not working. di po siya makasipsip kahit buhok man lang lol. dont waste ur money guys. tagal ko pinag isipan bilhin. so disappointed.,1
ok naman yung fan kaso green ang order ko white ang dumating. sana magtagal. thanks po,4
di sya mabenta kc ayaw ng costumer ko kc may deffect. cra pa charger niya pero ipapaayos ko nlng mabenta pa kahit mura. duos pinadala skin akala ko ung samsung na gaya sa pic pero ok naman sya ipapaayos nlng para mabenta . good for its price,4
sobrang tagal mag deliver laging unavailable for pick up not responsive seller!!,1
2nd order ko eto kala ko ok parin ang pangalawa... si seller di marunong makipag usap di panga na pick up return/refunds ko sa status completed nadaw. mahirap pong hanapin ang pera na binabayad namin sana naman maging makatao kayo. eh sira nga pinadla nyo sna palitan nyo kung di,1
ndi q nman yan mgamit sayang lng pera q wlang kwenta mystery box nyo....,1
not for person in a hurry matigas buksan... sobra! not recommended.,1
"not really rhe color ok lang naman ang item, walang sir pero mali ang kulay na ibinigay instead white yong inorder ko black yong ibinigay.hayst..",4
i'm so disappointed. hindi po naka bubble wrap kaya medyo deform po sya,1
"di ganto order ko! 1 litter lang ata to. will definitely not order again sa shop na to, di din sila nagrereply.",1
sira siya pag ino on ko tumutunog parang may naka harang ang ingay pa tapos yung dumating saakin tuping tupi yung box tapos yung neck fan naka buka kitang kita yung mga wire,1
hindi maganda yung quality kasi hindi gumagana yung right bud im not satisfied kasi hindi gumagana yung isa,1
"not working pag d nkasakska maski na charge na.. need na nkasaksak para umandar.. seller should try it first bago e deliver..we are paying for it kaya sana maging fair dn kau, hnd ung mnloloko. kau para lang kumita.. isa pang abala sa ngddeliver at sa amin pag bnalik. hay",1
8/10 okay lang pero nd gnun kakapal ang foam manipis masydo tapos maliit masydo ang unan. nd msydo satisfied pero okay nadin kahit papano.,4
kalungkot naman to. kumuha ako dalawang mystery box na magkaiba ang price hoping maiwasan ang mouse pad.. parehong mouse pad pa ang natanggap..,1
manipis yung pinaka foam n'ya and loose thread yung pinaka garter nya. ,2
hindi gumagana yung item scamer ! wag kayong oorder dto scamer po ito sira po yung item hindi gumagana,1
yung plain black talaga order ko tas 2l pero yung dumating color blue tas dipa sya plain and 1l lang nakakalungkot lang talaga yung expectation vs. reality (pero atleast tumbler parin yung dumating),1
2 order ko yun isa ok pero yun isa sira yun case charging,4
wrong item recieved. ang layo ng order ko sa item na dumating. 2l order ko 1l ang pinadala niyo,1
hindi nag charge ang fan ka inis i hope seller notice me,1
sinabihan ako na scammer eh dami kung binayaran sa shop mo .. kahit gusto ko ipa cancel di ko tinuloy dahil. naawa ako sau tapos ganyan i cocoment mo sa akin naka upload jan proof na di ako scammer,1
"maganda ung item gumagana naman lahat, sobrang tagal lang dumating, dec24 aq nag check out jan 2 na dumating,",4
not good color black yung inorder ko pero coffe dumating,1
3 inorder q for 310.00 pero nung dumating ung parcel 1 lang ang laman. wag basta basta maniwala at magtiwala sa mga scammer.,1
bogus walang dumating na item kulang pinadala nyo na item bs nagbayad ng husto yong tao tapos kulang ipapadala nyo bastos na seller,1
maganda naman yung nails kaso puro tuyo ang mga glue so pano to ididikit ?,4
sira ang items sana sinubukan nyo muna bago nyo pinadala dna ako oorder ule a inyo,1
"mabango sa una,parang 1min wala ng amoy tssssk... scamm .matagal na nag titinda mama ko pabangong ganito eh. mas more on alcohol to not recommend do not buy here!!!",1
please stop selling deffective items. hindi naman nmin pinupulot ung pera. then c seller di rin maayos magresponse. do not buy from this shop kung ayaw nyo magsisi.,1
"will never order again. magkaiba ang sinend na sandals. panget pa ng packaging, yupi-yupi.",1
sobrang bilis malowbat in just 20 minutes of using it lowbat na agad.,1
as expected parang yung tig 50 lang na nabili sa palengke. hindi din sya photochromic. not sure kung anti rad siya kasi using this while dling my computer job wala pa naman akong nakitang difference,4
"thank you sa napakagandang product niyo. ang saya saya ko worth it ang bayad! oorder ako ulit bukas ng sampu christmas gift ko sayo in advance. basag yung ring light, kulang yung parts, lumihis yung isang part ng stand ang pangit pa ng packaging butas at pitpit yung kahon. ",1
"hinde maganda ang quality at ang sabi may lagayan ng sim wala nman pala,saka madaling m lowbat....at madaling ma full din.... tssssk umayos kayu mag benta dahil binabayaran kayo ng ma ayos...",1
"ang bobo naman di alam ang color black bakit nman ibang kulay binigay nio sa order ko, kaka disappoint di man ako naabisuhan . di ko pa nakabit sana ok sya",1
"not good madali lang po masira, twice lang nagamit sira na kaagad",1
pang boy po inorder ko di po ba kayo nakakaintindi? ang simple lang po ng sinabi ko. hirap talaga pag tanga tangahan yung seller lagi nag aadjust customer.,1
not good tiningnan nyo sana ng mabuti kung okay ba yong item na bininta nyomalayo po ako sa bayan para pumunta sa j&t office. please naman help me na maibalik ito sa sa inyo para masauli yong pero na ibinayad ko,1
damage pinadala naka plastik lng ..wla buble wrapper. .tas ang gaspang ng bottle hayysss ..dami ko naorder mali pa damage pa,1
"wrong item ang pinadala. imbes na light grey, dark grey pinadala. tapos sabi new stock daw pero halata naman na dark grey kasi nagtry ako mag-order sa ibang store ng dark grey ganun nga ang kulay gaya ng pinadala ng shop na to. tapos maiksi pa at medyo maliit compare",1
incomplete sila magpadala ng orders then ang siste need mo umorder ulit para maipadala yung kulang nung unang order mo then di naman nila pinaliwanag ng maayos na need mag message para masabay yung kulang na order mo. nagorder nga ko ulit 1 pair pero wala di pa din naman,1
6/10 ok naman yung una ko noong order actually pangalawang order kona to pero pag tingin ko parang nabawasan at hindi pantay pagkakagunting sa una,4
"item is different from the picture, im so disappointed!! expectations vs. reality talaga ang nangyari! won't order again from this shop, bye! judge nyo nalang nasa pic and from pic nila.",1
scam!!! scam !! scam!! i ordered 3 items pero dalawa lang dumating!! 10 days pa bago dumating!! i am very disappointed!!!!,1
no good ang layo sa picture talagaa. pang cr tong gantong tsenilas !!!!,1
"i don’t mind the bad packaging, bukas at butas yung box ng heels, pero next time, sana tama yung kulay na ibibigay nyo. i asked for white, you gave ne purple sandals. poor and shitty experience you have. boooo! wag kayo bumili here",1
yng items po na isa may mga bakbak po.sana po sa sunod paki check yng mga items bago ipa ship makikita nyo sa video,4
shop na ang benta e walang kwenta hmn magamit ang wall paper dahil walang dikit mga bwisit kayo.manloloko sayang lang pera ko sa inyo.mali na nga pinadala hnd pa nadikit.magsara na kayo,1
black and pink ang inorder ko tapos pink lang ang dumating,1
idk hindi naman 10meters yung roll e. umay.,1
"subpar quality, mishandled item, may dent sa gitna, butas na yung kahon before nila bubble wrap, ibig sabihin alam nila na may tama yung item. pang regalo pa naman.",1
damage item and poor customer service. fragile item but packaging is so poor that it caused the ring light to be broken upon receipt. bubble wrap is thin and already popped. raised the issue to the seller but they insist that the product is working naman. ayaw magrefund/return. see vid,1
may butas yung parcel!! wala manlang bubble wrap so hindi secured yung items!! kulang pa pinadala jusko walang eyelash curler!! nagbayad naman ng buo pero kulang pinadala. #neveragain #notrecommended,1
dalwa inorder ko pero yung isa hindi nagana i want refund,1
walang mic. for listening lang talaga.,2
di ko ineexpect na ganto ang amoy. sabi kase eto mabango wag talagang bibili ng mura. mapapamura ka din sa kalalabasan,1
sira after 1 week working naman kaso 1 week lang sira na,1
poor performance is poor. product quality is very poor. then madaling mag lowbat and matagal mag charge on and off pa when u charge it. 100% no good!,1
incomplete items. nghiram na lang kami ng charger and so far gumana naman sya..tinanggal ko na din yung request for return since gustong gusto tlga sya ng anak ko..and pra hindi na ako maabala..but please next time paki check muna yung item before nyo ipack..bbli pa tuloy kami ng charger,4
"bad im sorry but im an unsatisfied costumer, di nagana ung charger, and pag tapos nun di na sya nailaw. + wasnt sailed safely.",1
very poor quality. kaya very mura kasi very poor ang quality. dapat wala n lang strap,1
"yukot yukot halatang walang pakialam sa satisfaction ng customer, kayo kayo lang ata nagpopost dito ng good review. basta makapagbenta lang paano babalik ang consumer?",1
"manipis siya pero okay lang, thank you",4
maganda sana sya .kaso kulang nag 10pcs ang pinadala ng seller .. verry disssapointed ..,1
far from the size 36 tag 38.. nope 27 inches lng. nag try lang ako bumili kaya 2pcs lng binili ko.pero no way na uulitin pa.,1
very low ung nagbayad ka ng tama kaso ang wall sticker na binigay wla ng dikit tapos manipis pa.,1
"okay naman yung sapatos maganda, kaso 5 days bago i ship out ang tagal na non pero hindi na package ng maayos nasa box lang sya tapos yung mismong plastic na pag dating sakin wasak wasak na yung box 14 days din bago dumating ",4
maling size wag kyong bumili dito. sinayang lang pera ko. anlinaw ng order ko size 28 pero ang pinadala paden size 24. pano masusuot ng anak ko to. ang hirap na nga kumita ng pera pambili makakatapat kapa ng gantong seller. ,1
ok po ang product. kaya lng ang shopee delivery express delivery man ay hindi maingat sa pagkarga ng produkto. walang fragile na nakalagay sa labas. the way na kinarga ang product is 1 hand lng. hindi sya worth it sa binayad na shipping fee. kasi trusted ang company na makadeliver,1
"hndi ko na tanggap...sana ma bigyn ng action yung mga driver n tinitake advantage yung parcel na maliit yung halaga kasi binabayaran nila at kinukuha...my proof of picture ng delivery pero hndi ko namn na kuha..saan mo bingay kuya?..shout out po sa driver kung cnu kamn ""tutana jade cyrus""..",1
ito sya oil based. pwede na rin. hindi nga lang long lasting.,4
mali po yung binigay boxer po yung order at panty short.. ang dumating panty saka brief lahat.. i will not recommend this seller... malimali talaga yung binigay... sayang yung pera d ko magaga gamit to..,1
"100 so far this is my second order,dahil napa dami ng order nagkanda gasgas dahil pinag isa ng balot,im so disappointed po kasi puro gasgas na",1
madali ma empty batt.,2
ok sana kaya lang kulang ng 2 usb adapters the seller was not responsive. never order again,1
"good maganda sya waterprof kaso mali yung binigay saakin kasi brown, black dapat",4
yung pinakapili mo tas iba padin ibibigay sayo na kulay. kyng ano pa pinaka ayaw ko. mapeperwisyo lang ako kung rerefund ko pa to. i do not recommend shops na nagbibigay ng maling order. sana sabihin kung walang stock bago irelease. bad service.,1
"ano ba nmn to seller baliktad yung salamin pano ko to magagamit, bago sana kayo mag padala i check nyo namn",1
sira naman to salamin lang magagamit di pwede lagyan ng battery di pwede icharge kasi sira din need refund plss,1
ok ok lng kung d masyadong curly ang hair mo magstraight talaga sya..tapos yung heat nya d masyado kaya matagal magstraight,4
ok received products but not the one i ordered. pang gift ko sa niece ko yun kaya yung nasa picture na may stickers ang inorder ko pero iba ang ipinadala si seller. first time to order in this shop pero nakaka disappoint.,1
ok nmn pero sira yung isang led light strip na na tagap ko tas yung manong driver masungit nakaka inis dischashtinngsheet,1
good yung usb charger hindi siya kasya...iba naman ang inilagay na charger...but anayway maganda rin manan..,4
"nadismaya ako sa earbuds kase malaki, tas lagi nalalaglag sa tenga ko",1
sayang pera sana tinest muna bago pinadala. kaya ko pa naman binili dahil sa bluetooth clicker hindi naman pala gumagana hahahahahaha,1
wala pang 5meters yun dinideliver 3meters lang nag chachat ako sa seller hindi nag rereply!!!,1
"not same quality as before. plastic na sya at madaling mabali. tumutungo kusa, paktay na. cable is so short. t_t. sa j&t, hwag sinungaling sa pag-tag ng delivery status. its very unfair to us buyers that you blame us for failing to deliver the item. twice happened to me. reported",1
"small size ang tsinelas,add 2 size s original size",2
got my order nakaka disappoint lang kasi basag yun light sana next time paka ayos ang packaging.,1
okay lng nkaka disappoint lng kc nkabalot lng sya sa plastic.. like hello ? gagamitin ng baby yun sna yung maayos na pagka pack hndi yung ibinalot lng sa plastic.,1
thank you pa din seller hihihikaloka lang po. nd po ako nainform ramdom po pala item nyo. iba iba po kc dumating. isa lang tumama pero kulang nmn po isa. atleast nagtry lang muna mag order sa shop nyo. hahaha dalamalala,4
nasira agad defective item,1
"very dissapointed!!! iba ang style ng order ko pero iba ang dumating! ano nangyari??? hays! anyways,compy naman sya.malamang ibigay ko na lang sa alalay ko.salamat sa kuya rider.salamat shopee.",1
mabilis nmn shipping.. kaso mali nmn size nung gray.. matanggap ko pa kung wrong color eh..pero wrong size pano nmn isusuot diba..saktong sakto lng xxl eh..nakakalungkot tlga.. sayang lng.,1
"maganda and mura. magaan sya gamitin. excellent quality, very accommodating seller",3
napaka layo ng itsura sa personal bogus na seller nagbabayad sa inyo ng ayos e puro kakupalan ginagawa nyo sa customer nyo,1
"poor i followed the instruction written on the box.. almost 30 minutes na nga nakababad yung filter with essential oil, kaso defective talaga ang product na binigay nyo. working lang yung ilaw..",1
di gumagana yung remote control,4
"manipis po siya, and di po siya 10 meters gaya nung sabi ni seller. 6.5 m or less po siya (21 feet or less). di maganda yung wall ko kaya di siya dumikit ng maayos, may bako-bako. ",2
wrong item delivered.. seller doesn't send a pic. of the item first before shipping it out. 99 pesos lang pinagpalit sa pangit na rating at review ng shop. hayys. sana di bumalik sa inyo mga pinaggagawa niyo.,1
basag ang panel. panu naman kasi nilalagay ang product sa loob ng other item. fix your packaging style!. rineremejuhan nalang para magamit.!,1
parang alcohol lang siya and sobrang tapang ng amoy diko bet seller hope na maayos yung formula ng scent niyo,4
maganda ung design kaso maliit pala ung item hndi pala malaki sa personal super disappointed,1
not good sira yung binigay nyo umiilaw lng bulok scammer kayo,1
"sapat lang, may lag pa din minsan lalo na ung th40. pang movie and music sapat lng din. not recommending the item to others. prompts are in chinese so i dont understand what it is. well china products naman siya so what to expect. however, may mga china products naman",4
some parts are missing like my brush and the rider didn't know how to return the change lol that busty rider feeling gwapo need to educate jusqo it's not fair,1
anlayo sa pic sayang ang pera. madaling mapunit mdaling mabakbak. mgnda pa quality ng cartolina. definitely will not biy this product again,1
may butas po ang isang jogger pants,4
pwede na dn,4
"okay but for calls i tried for refund but i can't prove it naman pag yung mic may sira. i tried with different people to call me di gumagana yung microphone, di nila ako naririnig may ingay daw even though nasa quiet place ako. ",4
"from 3pcs we ordered, only one fits the ""xl"" size but ordered 3pcs of xl. so what's the challenges, seller? maideliver lang? buti na lang meron ako mapagbibigyan kundi sayang lang.",1
kulang kulang ung items very dissapointed... ung thumbler d q magamit until now maamoy ung loob nabutas ung nlalagay na papel kumalat ung chemicals dun sa loob ng thumbler.. hayss...,1
"maka stress ang product, hindi siya oily like ng nasa photo tapos kay ang dapat pa na color hindi tugma sa gi order #never again",1
"pangatlong order ko na ng cloud pero ngayon lang naiba yung amoy. ambaho niya, anlayo sa dating order ko. sana icheck muna nila yung amoy bago ilagay sa bottle kasi sayang lang. 2 bottles pa naman inorder ko and pang 4 at 5 bottles ko ",1
"not worth it, sobrang hina ng hangin kahit naicharge ko na. tapos onti lang part na nahahanginan, panget ng item. nakakasisi lang",1
"parang gamit na ang nipis po nya kumpara nyo sa photo na nakalagay sa post nila at parang gamit narin dahil maluwang at gusot gusot sa likod nya may maliit na butas narin, yes mura nga pero sana naman maganda din quality hindi porket mura e pangit nadin, next time",1
mali yung order na dumating... i'm so dissapointed,1
"hindi din magamit mali naman pinadala,di ganun kadali mag return inaabot ng 1 week ang pick up .sana next time i double check nyo pinapadala nyo hassle sa part namen ng remind paku na dapat sakto ang size",1
"sira yung pinadala na item. sayang lang pera ko. di nagagamit. nakakadissappoint, di man lang dinouble check.",1
not recommended sayang pera nio sa shop na 2...dko magamit ung back up phone na bnili q ayaw mgcharge..yan ang reply nila s akn bawal palitan...,1
tsk panget pamget wag na kau bumili,1
akala ko water proof hindi pala nalagyan ng tubig mata ko agad natunaw umitim mata ko huhu may iba po kasi. na mascara pag malagyan ng tubig hindi nagkakaganyan sorry.po,1
ano bayan cra yung pang close ng mga plastic .. d mn lang tinesting ng seller bago iship .. yung ibng items nmn ok po maganda sya .. kaso yun pa nmn ang gusto ko para lahat ng dala ko na plastic bag nakaclose,1
wrong item po type c order mali ang dumating. return ko po,4
sakto lng po pero malaki prin po tgnan ung tiyan ko..dapat pla small pa ung order ko.pero ok lng nwala ung pgkalaylay nang bellbell ko.,4
"di gumagana yung item!!tinry ko irefund pero yung seller di agad nagrersponse nakakainis,wag na kayo oorder sa shop nato magaling lg magreply pag may pakinabang like duhh!!kakasuraaaa!!!!!",1
nd tumatagal not satisfied nd sya maganda,1
bakit wala po itong battery very disappointed,1
okay naman ung product pero bat hindi kumpleto?? seriously?? 9 pcs ang nareceive kong item na dapat 10 plus the extra ballpen na kasama tapos dapat may 6pcs highlighters sya pero kahit isa wala??? nasa waybill naman pero wala sa parcel grr,1
good okay naman sya nung mga ilang days lang then nung na-lowbatt yung phone di na sya magcharge po. we don't know why so ipatingin na lang namin sa repair shop kung ano yung cause. sayang di tumagal. thanks seller and sa courrier! keep safe everyone.,1
all black order ko pero white and black dumating and maliit size nila. 42 inorder ko pero pang size 40 lng kasya,4
"waste of money i charged it and it takes 12 hrs of charging still not full., then when i used it, it took only 10 mins and the battery already drained. poor product. sira na dalawang beses lang nagamit. dont waste your money here. its a trash.",1
damaged item. may butas po yung pants. sana next time edouble check or triple check nyo ung item bago ipadala.,1
masikip yung bra. hindi maganda ung quality. ,1
amoy goma sya ganern aside sa amoy goma sya mali pa yung nareceived ko. next time paki ayos naman po.,1
"not good but not bad nmn, kasi nga sa price nia mura! my damage sya at my itim sa gilid!!!!",4
okay naman lahat ng items kaso kulang pinadala ni seller wala yung frog socks eresponsible seller ayaw mag reply.. sayang bayad ko sa isang mejas di nya pinadala,4
not good kumpleto 50pcs kaso lng un iba wala tape.. iba ang laki sa dating order q medjo maliit parang pang newborn dumating,1
"different design iba ang texture ng wallpaper na nai-ship, hindi na siya yung plain na gray na inoorder ko, yung dumating sakin may design ng flowers, ndi ko tuloy magamit to kc hindi na maganda tingnan sa room kapag paiba iba",1
"high price low quality may sira ang napafala sakin, ang chaka ng color",1
why naman ganon size 38 pro prang size 32 sobrang ganda pa naman huhu thankyou padin seller try ko nlng ibenta,4
the best talaga pag jt&t door to door talaga sa product namn d nmn color blue to...maputlang color blue sya...sayang lang,4
poor madali mag lobat. pangit ng quality. fake samsung!!!!,1
wrong color! at may gasgas ang item sira sira ang box kahit balot na balot ang item sa seller ang fault dahil di nag sesend ng picture bago ipaship ang item sana di masira agad,1
hindi siya clear glass yellowish siya!,4
not recommmended yung inpods bukas pa tapos yung charger parang sunog pano ma gagamit yan patapon ang wala yung mga item awit sa seller easy money sa seller wag na kayo bumili dito .,1
hindi oil based scamm ampotek sayang pera ko,1
ayun nga 3 ang order k. ng dumatinh dito yun 1 item lang ang pinadla at pang 3 items ang binayaran k. at yun yung seller ala paramdam d nag respond s akin. ,1
"5/10 the product is good. sadly yong labas ng mist is so mahina and humihinto every 5 mins. nagtanong pako sa seller if usual lang ba ganto. i'll suggest bumili ka nalang ng good quality, wag kana umasa sa cheap product ma didisapoint ka lang.",1
maganda yung tumbler pero mali ang pinadala sakin ng seller nagtry ako icontact sya ng dalawang beses walang sagot hanggang nag automated received na lang sa app ko. worst service regalo pa naman sana sa lola lo sa probinsya need nya ng malaking water bottle kaso maliit dumating.,4
never again. isang suot sira agad!,1
i'm so disappointed! i expected that the gift if fan and adapter tapos ang dumating dalawang cable protector,1
ok nmn pero ibanf kulay ang binigay iba sa order q,4
0 i want to return pero na kabit na ng anak ko yung stickers. di namin magamit ang straw maikli may kulang na isa pang yube i guess. sayang.i wanted to buy gor my niece and nephew pa sana kaya sa ibang shop na oang may nakita ako na complete,1
nag messakayo pinakita ninyo order ko na tama per pagdating saakin ibang number hai so disappointing reredund sana namin kaso na open na dahil nagbakasali ako na baka sa loob tama ang laman,1
wrong item! maganda naman talaga yung lip balm i just need the color changing knowing anong klaseng lips ang meron. pero ayan colorless nareceive ko. nakabili nako noon ng ganto color changing. sayang naman parin pera ay nag antay pako ng payday para makatipid sana di maulit yung ganto ,1
ang panget po sa personal pero worth it sa price nya maliit din yung mga sizes nila,4
"hindi gumagawa kapag hindi nakasaksak. pag tinanggal mo kahit gaano katagal i charge, hindj sya gagana. smells like burning plastic too",1
may gasgas na very disappointed po pero magagamit panaman,1
maganda ang quality..perfect sana kung complete strap,4
thank you sa product nyo maam kaso nabasag po sya,4
"bakit naman po ganun my butas ung pinadala ninyo,chinat ko naman kayo before ako mag rate eh wla d man lng nagrereply. tapos nakalagay sa picture nyo pasando pero crop top pala,manipis lng pala sya hndi makapal.hndi sya pwedeng pang benta,ganun din sa bralette manipis din.",1
"okay naman sana yung texture kaso ambilis po masira sumasama yung color nya nung tinanggal yung tape. i dunno pero gusot gusot din and madali sya magasgas, sad. yun lang po. baka okay naman yung ibang items malas lang siguro ako't binigyan ng may diperensya. pero masarap yung fried rice",4
fake! not working sira yung item! hindi gumagana! sira nung dumating saakin! ayaw nila palitan!,1
4/10 not photo photochromic yung isang lens baliktad yung kabit,4
"very low quality madali sya malowbat, as in kkcharge lang lowbat agad, sayang pera ko dalawa p nmn inorder ko",1
d sya gumana bebs kala ko ung battery may deperensya ung shaver tlga kc nakailang bili nako ng battery and then tinatry ko sya sa wall clock namen gumagana sya tapos nung tinray ko na sa shaver ayaw na gumana literal na,1
"ok lng pero hindi samsung ang product at may kulang na pen at stand, na lalagyan so sad!,,! that‘s not fair.",1
hindi naman ganyan yung kulay at design na nasa picture na inorder ko,4
bakit iba naman ung dumating. hmm 2l ang order ko pero bakit ganito. ang liit.,1
the product was surely nice pero after i used it twice nadetached na yung wand. shaky ung wand niya nung una kong gamit akala ko ganun lang kaya binalewala ko.,4
"good ok sana ang products pero na disappoint ako sa item kc missing ang usb niya nawawala, bluetooth lang available, pero useless pa rin kc ayaw mag pair nakakainis lang gamitin , sayang lang pera ko dito",1
not worth it please do not order sa shop na to! they sent me a defective mouse. may scratches and stains yung pad na parang gamit na. tas yung box sira and tampered na parang galing sa ibang tao na binalik sakanila dati tas sinend sayo. the seller won’t even,1
hindi gumagana i wish i can return it. hindi sya gumagana waste of money,1
parang di naman to cloud -_-,1
poor -wrong color. i remember yung order ko color grey tapos ang dumating color green. ok lang sana kaso hindi naman ako inupdate na wala nang color grey. -very poor battery. grabe!! 56% pag off ko tapos pag open ko ulit 3% nlang!! ang sabi 10 hours ang life capacity,1
very late dumating ang item i ordered the item last nov 14 and dumating sya november 26 lampas 2 weeks ako nag antay and mukhang madaling masira ang item,1
incomplete orders tapos hindi responsive sa refund and all.,1
mali yung kulay na binigay blue order ko gold yung binigay,1
i felt so disappointed kasi sa description 3d pero ang binigay ordinary sock lang..sana di na lang mgpost ng picture if hindi the same sa ipapadala..,1
pero napaka delay nya sa games not recommend for gaming po hindi ko alam bat recommended for gaming to grabe ang delay,1
"manipis sya, hindi sya authentic na bench boxer briefs, what you see is what you get talaga, you get the price you are paying for.",4
naiinis ako kasi tagal kong hinintay dahil overseas. ang product tapos ... sa ibang bahay lang diniliver.. diba .... unresponsible ng seller....at ibang adress ata ang nilagay nya dun sa parcel,1
"parang alcohol it does not smell like ari's cloud! parang alcohol siya na may shampoo, ari's cloud has that creamy vanilla with a hint of coconut na scent its far different from what i bought. i get na its an "" inspiration "" pero napakalayo ng amoy from the inspiration",1
"low quality low quality anlayo,sa original sa picture..di sulit kung bibilhin.",1
nakakadismaya lang po na hindi ko natanggap ang item na to..wla po xa sa list of orders ko.,1
basura damage basura ung item damage naman. sayang lang pera potan...naa,1
"last day na receiv ko pang 5 transction ko sa shop na i2, & 4th time they fail imagine out of 5 trans 4 trans hndi perfect! on d 1st 2nd 3rd i jst considr thm, but now 3 pcs of my item r wrong n 1 trans",1
malfunction disappointed buyer sira hindi gumagana ung isang buds hindi rin nag charge,1
wrong color black gray ang order ko..blue and orange ang pinadala..hindi man lang mag inform ang seller..be responsible naman po,1
ilang weeks ko palang nagagamit di na nagana. low quality.,1
fair it's fine naman kaso not what i expected tas antagal niya na ship pero understandable namn kase overseas..,4
diko alam kung natural na to or what pero pinalitan q sa hipag kong online seller meron din sya ganito . yung sakin kc di nalolock kelangan q p itape pag ififix q sa taas . super luwag. sabi ko sa seller check muna bago iship eh.,1
"ang order ko royal blue,red at maroon...ang dumating navy blue...maroon at black....nu bayan",1
2/10 mali ang ibinigay na order 2l ang order ko ang dumating is 850ml lang mali pa color. nag chat ako sa seller walang reply so disappointed. sana ayusin nyo best seller pa naman pero ganto nakuha ko. mahirap din buksan ang pindutan pangit,1
"sana po sinabi niyo! kung ano kulay yung available, hindi yung ipapadala niyo pang babae kainis! lalake jowa ko! orange po na may blue, hindi po violet",1
"not bad don't expect too much so you won't get hurt. akala mo jowa lang yong paasa, seller din pala.",1
"dito lang ako nagkaproblema. umorder na kasi ako dati, color blue. at ngayon, blue po ulit yung dumating, though ""gray"" ang inorder ko. tapos this time, may tastas pa siya. wearable, yes. pero kaya nga ako umorder ulit para ibang kulay naman. di ko na pinicture-an, di ko naman irerefund.",4
"sana man lang yung gumagana or nagagamit ang laman ng mystery pouch.. pero sira ang pods, mukhang nagamit na yung cord at box. mukhang isinoli din ng iba at ipinadala naman sa akin.. not recommended seller",1
nagiinit sobra ung charger pati cord.kakatakot gamitin bka sumabog di din fast charger,1
very disappointed po sira ang left side ng neck fan at ang bilis mglow batt,1
"didn't expect na mabilis masira , nagtry lng nmn ako kya not bad.",4
madali siyang ma lowbat lalo na nka connect sa internet 30 mins.lng lowbat n agad....matagal mag connect sa utube at fb,1
"disappointed dahil sira ang isang rod. hindi din madali mabuksan.. but i really like this umbrella dahil handy, magaan, sturdy naman, shady.. totoong upf 50 xa.. ipapayos ko nalang ang sirang rod.. sana i.check ni seller ang item prior to shipping..alam ko hindi during delivery na sira ito",4
hindi naman adjustable. pag binanat ko to madudurog ito. false advertisement!,1
i purchased 2 bottles.yung isa lang ang maayos. the other 1 my mga gasgas at yung parang rubber ng straw my parang ngatngat sa dulo. hindi nman sya buy 1 take 1,1
kulang ng 2 hair clip set at isang vanity mirror,4
kulang ng tatlong item ung binili q 5pcs po binili q dalwang item lng dumating sana mairefund at maibigay ni seller ung kulang na tatlong items,4
wrong color.. green ang order ko pero blue ang binigay ni seller.,1
